siren,raison_sociale,secteur_naf,secteur_libelle,effectif_estime,effectif_min,effectif_max,obligation_beges,beges_publie,beges_valide,beges_decret_2022_compliant,contact_telephone,contact_email,contact_linkedin,statut
100001328,Entreprise 01328 SAS,H,Transports et entreposage,506,500,999,True,True,False,,False,False,True,sourced
100001329,Entreprise 01329 SAS,M,Activités spé. scientifiques/techniques,472,250,499,False,False,,,False,False,True,sourced
100001330,Entreprise 01330 SAS,J,Information et communication,3,3,5,False,False,,,False,False,True,sourced
100001331,Entreprise 01331 SAS,I,Hébergement et restauration,901,500,999,True,True,True,True,False,False,True,sourced
100001332,Entreprise 01332 SAS,C,Industrie manufacturière,4,3,5,False,False,,,False,True,False,sourced
100001333,Entreprise 01333 SAS,G,"Commerce, réparation auto",33,20,49,False,False,,,False,True,False,sourced
100001334,Entreprise 01334 SAS,I,Hébergement et restauration,1,1,2,False,False,,,False,True,False,qualified
100001335,Entreprise 01335 SAS,S,Autres services,22,20,49,False,False,,,True,True,True,sourced
100001336,Entreprise 01336 SAS,I,Hébergement et restauration,7,6,9,False,False,,,False,False,False,sourced
100001337,Entreprise 01337 SAS,M,Activités spé. scientifiques/techniques,219,200,249,False,False,,,False,True,True,contacted
100001338,Entreprise 01338 SAS,J,Information et communication,12,10,19,False,False,,,False,True,True,sourced
100001339,Entreprise 01339 SAS,N,Services administratifs et soutien,556,500,999,True,True,False,,True,False,True,sourced
100001340,Entreprise 01340 SAS,I,Hébergement et restauration,25,20,49,False,False,,,False,False,False,sourced
100001341,Entreprise 01341 SAS,G,"Commerce, réparation auto",628,500,999,True,False,,,True,False,True,contacted
100001342,Entreprise 01342 SAS,S,Autres services,22,20,49,False,False,,,False,True,False,sourced
100001343,Entreprise 01343 SAS,F,Construction,107,100,199,False,False,,,True,True,True,sourced
100001344,Entreprise 01344 SAS,F,Construction,799,500,999,True,False,,,True,True,True,sourced
100001345,Entreprise 01345 SAS,F,Construction,121,100,199,False,False,,,False,True,True,sourced
100001346,Entreprise 01346 SAS,S,Autres services,751,500,999,True,True,True,True,True,True,False,sourced
100001347,Entreprise 01347 SAS,S,Autres services,30,20,49,False,False,,,False,True,False,sourced
100001348,Entreprise 01348 SAS,N,Services administratifs et soutien,425,250,499,False,False,,,True,False,True,sourced
100001349,Entreprise 01349 SAS,M,Activités spé. scientifiques/techniques,64,50,99,False,False,,,False,True,True,qualified
100001350,Entreprise 01350 SAS,G,"Commerce, réparation auto",5,3,5,False,False,,,True,False,True,sourced
100001351,Entreprise 01351 SAS,N,Services administratifs et soutien,327,250,499,False,False,,,True,True,True,sourced
100001352,Entreprise 01352 SAS,J,Information et communication,4,3,5,False,False,,,True,True,True,sourced
100001353,Entreprise 01353 SAS,M,Activités spé. scientifiques/techniques,955,500,999,True,True,True,True,False,True,False,sourced
100001354,Entreprise 01354 SAS,G,"Commerce, réparation auto",115,100,199,False,False,,,False,True,True,contacted
100001355,Entreprise 01355 SAS,M,Activités spé. scientifiques/techniques,907,500,999,True,True,False,,False,False,True,sourced
100001356,Entreprise 01356 SAS,C,Industrie manufacturière,1708,1000,1999,True,False,,,False,True,True,sourced
100001357,Entreprise 01357 SAS,J,Information et communication,39,20,49,False,False,,,False,True,False,sourced
100001358,Entreprise 01358 SAS,K,Activités financières et assurance,7,6,9,False,False,,,False,False,False,sourced
100001359,Entreprise 01359 SAS,G,"Commerce, réparation auto",7,6,9,False,False,,,False,False,False,sourced
100001360,Entreprise 01360 SAS,S,Autres services,520,500,999,True,False,,,False,True,True,sourced
100001361,Entreprise 01361 SAS,F,Construction,39,20,49,False,False,,,False,True,True,qualified
100001362,Entreprise 01362 SAS,Q,Santé humaine et action sociale,3,3,5,False,False,,,False,True,True,sourced
100001363,Entreprise 01363 SAS,N,Services administratifs et soutien,39,20,49,False,False,,,False,True,False,sourced
100001364,Entreprise 01364 SAS,I,Hébergement et restauration,62,50,99,False,False,,,False,False,False,sourced
100001365,Entreprise 01365 SAS,M,Activités spé. scientifiques/techniques,16,10,19,False,False,,,False,True,True,sourced
100001366,Entreprise 01366 SAS,F,Construction,15,10,19,False,False,,,False,True,False,sourced
100001367,Entreprise 01367 SAS,F,Construction,296,250,499,False,False,,,True,True,True,sourced
100001368,Entreprise 01368 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100001369,Entreprise 01369 SAS,H,Transports et entreposage,488,250,499,False,False,,,True,False,False,sourced
100001370,Entreprise 01370 SAS,C,Industrie manufacturière,8,6,9,False,False,,,False,True,True,sourced
100001371,Entreprise 01371 SAS,G,"Commerce, réparation auto",3,3,5,False,False,,,True,False,True,contacted
100001372,Entreprise 01372 SAS,M,Activités spé. scientifiques/techniques,7,6,9,False,False,,,False,True,True,rejected
100001373,Entreprise 01373 SAS,G,"Commerce, réparation auto",644,500,999,True,True,True,False,False,False,True,sourced
100001374,Entreprise 01374 SAS,S,Autres services,1,1,2,False,False,,,False,False,False,qualified
100001375,Entreprise 01375 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,True,rejected
100001376,Entreprise 01376 SAS,J,Information et communication,4,3,5,False,False,,,False,False,True,sourced
100001377,Entreprise 01377 SAS,Q,Santé humaine et action sociale,41,20,49,False,False,,,True,False,False,sourced
100001378,Entreprise 01378 SAS,H,Transports et entreposage,2,1,2,False,False,,,False,True,True,sourced
100001379,Entreprise 01379 SAS,H,Transports et entreposage,22,20,49,False,False,,,True,True,False,sourced
100001380,Entreprise 01380 SAS,M,Activités spé. scientifiques/techniques,95,50,99,False,False,,,True,False,True,sourced
100001381,Entreprise 01381 SAS,G,"Commerce, réparation auto",17,10,19,False,False,,,False,False,True,sourced
100001382,Entreprise 01382 SAS,G,"Commerce, réparation auto",8,6,9,False,False,,,True,True,True,sourced
100001383,Entreprise 01383 SAS,F,Construction,22,20,49,False,False,,,False,True,False,qualified
100001384,Entreprise 01384 SAS,G,"Commerce, réparation auto",1672,1000,1999,True,True,True,False,True,False,True,sourced
100001385,Entreprise 01385 SAS,M,Activités spé. scientifiques/techniques,951,500,999,True,True,True,False,False,False,True,sourced
100001386,Entreprise 01386 SAS,N,Services administratifs et soutien,412,250,499,False,False,,,False,False,False,sourced
100001387,Entreprise 01387 SAS,G,"Commerce, réparation auto",1455,1000,1999,True,True,True,True,False,True,True,sourced
100001388,Entreprise 01388 SAS,I,Hébergement et restauration,1563,1000,1999,True,True,True,False,True,True,False,sourced
100001389,Entreprise 01389 SAS,G,"Commerce, réparation auto",2,1,2,False,False,,,False,False,True,sourced
100001390,Entreprise 01390 SAS,N,Services administratifs et soutien,12,10,19,False,False,,,True,False,True,sourced
100001391,Entreprise 01391 SAS,C,Industrie manufacturière,56,50,99,False,False,,,False,False,True,sourced
100001392,Entreprise 01392 SAS,G,"Commerce, réparation auto",4,3,5,False,False,,,False,True,True,sourced
100001393,Entreprise 01393 SAS,C,Industrie manufacturière,4,3,5,False,False,,,False,False,True,sourced
100001394,Entreprise 01394 SAS,I,Hébergement et restauration,1,1,2,False,False,,,True,True,True,sourced
100001395,Entreprise 01395 SAS,F,Construction,357,250,499,False,False,,,False,False,False,contacted
100001396,Entreprise 01396 SAS,K,Activités financières et assurance,1096,1000,1999,True,False,,,False,True,True,sourced
100001397,Entreprise 01397 SAS,J,Information et communication,28,20,49,False,False,,,False,True,True,sourced
100001398,Entreprise 01398 SAS,F,Construction,2,1,2,False,False,,,False,False,True,sourced
100001399,Entreprise 01399 SAS,I,Hébergement et restauration,8,6,9,False,False,,,False,True,True,sourced
100001400,Entreprise 01400 SAS,G,"Commerce, réparation auto",14,10,19,False,False,,,False,True,True,sourced
100001401,Entreprise 01401 SAS,I,Hébergement et restauration,9,6,9,False,False,,,False,True,False,sourced
100001402,Entreprise 01402 SAS,J,Information et communication,242,200,249,False,False,,,False,False,True,sourced
100001403,Entreprise 01403 SAS,K,Activités financières et assurance,612,500,999,True,True,False,,False,False,False,sourced
100001404,Entreprise 01404 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,False,True,True,contacted
100001405,Entreprise 01405 SAS,I,Hébergement et restauration,6,6,9,False,False,,,False,True,False,sourced
100001406,Entreprise 01406 SAS,S,Autres services,1750,1000,1999,True,True,True,True,False,True,True,sourced
100001407,Entreprise 01407 SAS,M,Activités spé. scientifiques/techniques,40,20,49,False,False,,,True,True,True,sourced
100001408,Entreprise 01408 SAS,M,Activités spé. scientifiques/techniques,36,20,49,False,False,,,True,False,True,sourced
100001409,Entreprise 01409 SAS,H,Transports et entreposage,201,200,249,False,False,,,False,True,True,sourced
100001410,Entreprise 01410 SAS,J,Information et communication,9,6,9,False,False,,,False,True,False,sourced
100001411,Entreprise 01411 SAS,C,Industrie manufacturière,940,500,999,True,True,True,True,True,False,False,sourced
100001412,Entreprise 01412 SAS,G,"Commerce, réparation auto",11,10,19,False,False,,,False,False,False,sourced
100001413,Entreprise 01413 SAS,C,Industrie manufacturière,29,20,49,False,False,,,True,True,True,sourced
100001414,Entreprise 01414 SAS,J,Information et communication,23,20,49,False,False,,,True,True,True,sourced
100001415,Entreprise 01415 SAS,Q,Santé humaine et action sociale,13,10,19,False,False,,,False,True,True,sourced
100001416,Entreprise 01416 SAS,G,"Commerce, réparation auto",521,500,999,True,False,,,False,False,True,sourced
100001417,Entreprise 01417 SAS,K,Activités financières et assurance,53,50,99,False,False,,,True,True,False,sourced
100001418,Entreprise 01418 SAS,Q,Santé humaine et action sociale,76,50,99,False,False,,,True,True,True,sourced
100001419,Entreprise 01419 SAS,S,Autres services,150,100,199,False,False,,,False,False,True,contacted
100001420,Entreprise 01420 SAS,M,Activités spé. scientifiques/techniques,6,6,9,False,False,,,True,True,False,sourced
100001421,Entreprise 01421 SAS,M,Activités spé. scientifiques/techniques,12,10,19,False,False,,,True,True,True,sourced
100001422,Entreprise 01422 SAS,C,Industrie manufacturière,1,1,2,False,False,,,False,False,False,sourced
100001423,Entreprise 01423 SAS,K,Activités financières et assurance,857,500,999,True,True,False,,False,True,True,sourced
100001424,Entreprise 01424 SAS,F,Construction,13,10,19,False,False,,,False,True,True,sourced
100001425,Entreprise 01425 SAS,H,Transports et entreposage,20,20,49,False,False,,,False,False,True,contacted
100001426,Entreprise 01426 SAS,F,Construction,11,10,19,False,False,,,False,False,True,sourced
100001427,Entreprise 01427 SAS,Q,Santé humaine et action sociale,10,10,19,False,False,,,False,True,True,sourced
100001428,Entreprise 01428 SAS,F,Construction,464,250,499,False,False,,,False,False,True,sourced
100001429,Entreprise 01429 SAS,G,"Commerce, réparation auto",32,20,49,False,False,,,False,False,True,sourced
100001430,Entreprise 01430 SAS,C,Industrie manufacturière,9,6,9,False,False,,,False,False,True,sourced
100001431,Entreprise 01431 SAS,K,Activités financières et assurance,68,50,99,False,False,,,False,True,True,sourced
100001432,Entreprise 01432 SAS,G,"Commerce, réparation auto",1,1,2,False,False,,,False,True,False,sourced
100001433,Entreprise 01433 SAS,N,Services administratifs et soutien,1,1,2,False,False,,,True,True,True,sourced
100001434,Entreprise 01434 SAS,N,Services administratifs et soutien,386,250,499,False,False,,,False,False,True,sourced
100001435,Entreprise 01435 SAS,F,Construction,3,3,5,False,False,,,False,True,True,contacted
100001436,Entreprise 01436 SAS,C,Industrie manufacturière,7,6,9,False,False,,,True,False,True,sourced
100001437,Entreprise 01437 SAS,I,Hébergement et restauration,349,250,499,False,False,,,True,True,True,sourced
100001438,Entreprise 01438 SAS,N,Services administratifs et soutien,21,20,49,False,False,,,True,True,True,qualified
100001439,Entreprise 01439 SAS,F,Construction,7,6,9,False,False,,,False,False,True,qualified
100001440,Entreprise 01440 SAS,I,Hébergement et restauration,5,3,5,False,False,,,True,True,True,sourced
100001441,Entreprise 01441 SAS,M,Activités spé. scientifiques/techniques,9,6,9,False,False,,,False,True,True,qualified
100001442,Entreprise 01442 SAS,I,Hébergement et restauration,6,6,9,False,False,,,True,False,True,qualified
100001443,Entreprise 01443 SAS,I,Hébergement et restauration,10,10,19,False,False,,,False,False,True,qualified
100001444,Entreprise 01444 SAS,J,Information et communication,5,3,5,False,False,,,False,True,False,sourced
100001445,Entreprise 01445 SAS,M,Activités spé. scientifiques/techniques,309,250,499,False,False,,,False,True,True,sourced
100001446,Entreprise 01446 SAS,F,Construction,25,20,49,False,False,,,False,False,True,sourced
100001447,Entreprise 01447 SAS,H,Transports et entreposage,1,1,2,False,False,,,False,False,True,sourced
100001448,Entreprise 01448 SAS,I,Hébergement et restauration,89,50,99,False,False,,,True,False,True,sourced
100001449,Entreprise 01449 SAS,F,Construction,11,10,19,False,False,,,True,True,True,sourced
100001450,Entreprise 01450 SAS,C,Industrie manufacturière,8,6,9,False,False,,,False,False,True,sourced
100001451,Entreprise 01451 SAS,H,Transports et entreposage,10,10,19,False,False,,,False,True,False,sourced
100001452,Entreprise 01452 SAS,S,Autres services,10,10,19,False,False,,,False,True,True,sourced
100001453,Entreprise 01453 SAS,G,"Commerce, réparation auto",604,500,999,True,False,,,True,True,True,qualified
100001454,Entreprise 01454 SAS,M,Activités spé. scientifiques/techniques,10,10,19,False,False,,,False,True,True,qualified
100001455,Entreprise 01455 SAS,F,Construction,564,500,999,True,False,,,True,False,True,qualified
100001456,Entreprise 01456 SAS,M,Activités spé. scientifiques/techniques,343,250,499,False,False,,,False,True,True,sourced
100001457,Entreprise 01457 SAS,N,Services administratifs et soutien,11,10,19,False,False,,,False,True,True,contacted
100001458,Entreprise 01458 SAS,S,Autres services,66,50,99,False,False,,,False,True,True,sourced
100001459,Entreprise 01459 SAS,G,"Commerce, réparation auto",5,3,5,False,False,,,True,False,True,sourced
100001460,Entreprise 01460 SAS,S,Autres services,339,250,499,False,False,,,False,False,True,contacted
100001461,Entreprise 01461 SAS,N,Services administratifs et soutien,36,20,49,False,False,,,True,False,False,sourced
100001462,Entreprise 01462 SAS,G,"Commerce, réparation auto",69,50,99,False,False,,,False,True,True,sourced
100001463,Entreprise 01463 SAS,G,"Commerce, réparation auto",10,10,19,False,False,,,True,False,False,qualified
100001464,Entreprise 01464 SAS,K,Activités financières et assurance,1,1,2,False,False,,,False,True,False,qualified
100001465,Entreprise 01465 SAS,F,Construction,14,10,19,False,False,,,False,False,False,sourced
100001466,Entreprise 01466 SAS,F,Construction,1202,1000,1999,True,True,True,False,True,False,False,sourced
100001467,Entreprise 01467 SAS,G,"Commerce, réparation auto",70,50,99,False,False,,,True,True,True,contacted
100001468,Entreprise 01468 SAS,M,Activités spé. scientifiques/techniques,24,20,49,False,False,,,True,True,False,sourced
